Tavg (°C),RH_avg (%),RR (mm)
22.9,71.0,0.0
23.6,70.0,0.0
23.6,62.0,0.0
25.5,67.0,0.0
23.6,65.0,8.0
24.8,74.0,20.0
23.6,75.0,0.0
23.6,74.0,16.0
24.6,73.0,0.0
23.8,76.0,0.0
24.0,83.0,0.0
25.1,77.0,6.0
24.8,73.0,0.0
23.5,68.0,0.0
24.3,72.0,0.0
25.3,68.0,0.0
25.7,76.0,0.0
25.3,67.0,3.0
24.2,77.0,0.0
24.4,78.0,35.0
24.2,78.0,14.0
25.2,69.0,0.0
25.3,77.0,0.0
24.6,75.0,7.0
24.5,78.0,0.0
23.5,67.0,0.0
23.4,72.0,0.0
24.6,68.0,0.0
24.8,70.0,0.0
24.8,67.0,0.0
25.1,68.0,0.0
25.6,59.0,0.0
25.7,68.0,0.0
25.8,66.0,0.0
25.7,75.0,0.0
25.7,70.0,0.0
24.2,82.0,0.0
24.8,75.0,9.0
24.8,78.0,0.0
25.1,76.0,0.0
24.4,80.0,0.0
25.2,72.0,0.0
25.3,76.0,0.0
24.8,80.0,1.0
25.0,78.0,39.0
24.6,78.0,0.0
24.2,81.0,5.0
25.3,77.0,16.0
25.0,78.0,0.0
24.5,80.0,12.0
24.9,82.0,0.0
24.6,78.0,1.0
24.0,86.0,0.0
24.5,80.0,29.0
23.4,86.0,0.0
23.4,89.0,3.0
24.5,77.0,20.0
23.7,84.0,2.0
25.2,70.0,2.0
25.2,71.0,0.0
26.4,69.0,0.0
24.2,79.0,0.0
24.0,81.0,2.0
25.3,76.0,9.0
25.7,76.0,0.0
25.2,80.0,1.0
24.2,83.0,6.0
23.0,89.0,1.0
23.4,87.0,90.0
24.4,84.0,22.0
24.5,79.0,0.0
25.0,76.0,0.0
24.1,85.0,0.0
23.2,89.0,98.0
24.1,84.0,29.0
23.7,84.0,12.0
23.6,84.0,10.0
23.6,84.0,2.0
23.7,86.0,0.0
23.7,85.0,3.0
23.5,86.0,1.0
23.6,85.0,34.0
23.0,88.0,9.0
23.6,84.0,10.0
22.7,92.0,41.0
22.9,82.0,7.0
23.2,88.0,10.0
23.7,87.0,52.0
23.9,90.0,0.0
24.3,86.0,13.0
23.3,91.0,11.0
23.8,88.0,5.0
24.7,88.0,5.0
23.8,88.0,0.0
24.2,82.0,10.0
24.4,87.0,10.3
23.5,88.0,9.2
23.8,88.0,31.2
23.7,88.0,0.0
24.3,84.0,29.9
24.0,88.0,3.3
23.5,87.0,11.8
23.3,86.0,0.6
23.2,85.0,3.7
24.9,80.0,1.5
24.7,82.0,0.0
25.2,79.0,0.8
26.1,70.0,7.0
23.5,87.0,14.4
23.9,82.0,6.5
24.2,83.0,17.6
23.9,80.0,11.0
24.2,85.0,0.2
23.7,92.0,2.2
23.3,88.0,30.2
23.7,86.0,17.5
23.8,87.0,8.3
23.8,86.0,6.5
22.5,93.0,25.5
24.1,87.0,19.0
23.9,86.0,2.1
24.3,81.0,13.3
24.2,86.0,0.0
24.1,86.0,46.4
23.6,88.0,5.3
23.4,86.0,30.5
23.1,86.0,0.6
23.4,85.0,22.1
23.5,86.0,0.0
23.3,84.0,2.5
24.0,84.0,0.7
24.8,77.0,1.0
24.3,78.0,0.0
24.5,79.0,0.0
23.7,81.0,0.0
24.7,78.0,15.2
24.1,83.0,1.1
23.7,81.0,0.2
23.1,86.0,0.0
23.3,83.0,26.4
24.3,87.0,32.5
23.3,87.0,2.9
22.1,92.0,25.0
23.7,85.0,22.3
23.2,87.0,0.0
23.8,84.0,1.1
23.7,84.0,0.1
25.4,76.0,2.9
25.1,74.0,15.3
26.2,74.0,7.7
25.3,78.0,16.4
24.8,84.0,0.0
24.9,78.0,1.6
25.9,74.0,15.9
25.9,76.0,1.9
24.5,88.0,1.0
24.0,86.0,0.6
26.5,67.0,6.7
23.4,88.0,10.8
24.2,82.0,0.8
24.1,84.0,0.0
23.8,86.0,1.4
23.9,88.0,28.8
23.7,82.0,14.5
22.8,88.0,0.0
22.9,86.0,63.7
24.0,79.0,27.3
23.7,84.0,0.0
22.4,90.0,0.7
23.2,82.0,33.6
23.4,86.0,0.0
23.2,88.0,9.3
24.8,78.0,6.8
23.6,80.0,0.0
24.5,81.0,6.8
24.8,75.0,0.0
24.6,79.0,0.0
23.8,77.0,0.0
23.3,82.0,35.6
23.7,80.0,7.0
23.8,84.0,13.4
24.1,84.0,2.0
24.3,86.0,9.0
23.8,83.0,3.7
22.5,89.0,1.6
24.4,82.0,31.3
24.2,77.0,0.0
24.1,85.0,11.7
24.5,78.0,26.4
25.1,88.0,2.0
23.7,88.0,11.3
24.2,86.0,5.0
24.0,84.0,7.2
24.0,84.0,0.0
24.2,84.0,18.6
22.7,91.0,3.3
22.6,95.0,6.0
24.2,88.0,11.7
24.4,88.0,20.6
25.0,86.0,0.0
24.4,84.0,21.4
24.5,80.0,4.7
24.0,88.0,0.2
23.5,88.0,18.4
23.7,86.0,17.5
24.4,74.0,0.0
24.2,72.0,0.0
24.6,81.0,0.8
24.5,82.0,0.0
24.6,76.0,0.0
23.6,70.0,0.0
24.2,74.0,0.0
23.9,72.0,0.0
24.0,74.0,0.0
24.6,76.0,0.0
23.9,80.0,7.4
23.6,78.0,7.4
23.4,72.0,0.0
24.8,78.0,0.0
24.5,77.0,0.8
25.2,76.0,6.0
25.1,76.0,0.0
24.5,78.0,8.4
24.4,72.0,0.3
24.5,74.0,0.0
24.4,76.0,0.0
24.6,77.0,0.0
23.8,83.0,0.6
25.1,80.0,0.0
24.7,85.0,0.6
24.5,85.0,0.0
24.8,80.0,0.0
23.8,86.0,0.0
24.1,77.0,0.0
23.6,88.0,0.0
23.8,83.0,0.0
23.6,82.0,0.0
22.4,89.0,0.0
23.5,84.0,0.0
23.7,84.0,0.0
23.5,87.0,0.0
22.3,90.0,0.0
23.3,86.0,0.0
23.2,84.0,0.1
23.5,82.0,0.0
24.1,81.0,0.0
23.7,86.0,0.0
23.5,81.0,0.0
23.5,84.0,0.0
24.3,77.0,0.0
23.6,86.0,0.0
23.9,90.0,0.0
23.5,86.0,0.0
23.1,92.0,0.0
23.0,92.0,0.0
22.8,88.0,0.0
23.9,87.0,1.0
24.2,82.0,0.0
24.2,84.0,4.2
23.6,78.0,0.0
23.4,85.0,0.0
24.1,86.0,0.0
23.3,88.0,0.0
24.0,83.0,0.0
24.3,83.0,0.0
24.4,82.0,0.0
24.7,82.0,10.8
23.5,85.0,0.0
23.1,84.0,0.0
23.7,76.0,0.0
24.1,76.0,0.0
23.5,72.0,0.0
22.6,81.0,0.0
23.2,84.0,0.0
23.6,86.0,0.0
23.7,76.0,0.0
23.2,77.0,0.0
23.1,79.0,0.0
22.8,85.0,0.0
24.0,79.0,0.0
22.4,81.0,0.0
22.2,73.0,0.0
23.1,81.0,0.0
22.7,78.0,0.0
22.8,86.0,0.0
22.9,86.0,0.0
22.6,86.0,0.0
22.8,86.0,0.0
23.7,84.0,0.0
23.1,83.0,0.0
23.2,78.0,0.0
21.8,80.0,0.0
22.5,76.0,0.0
22.6,64.0,0.0
22.6,69.0,0.0
22.6,68.0,0.0
21.6,77.0,0.0
22.3,81.0,0.0
22.9,82.0,0.0
21.6,94.0,0.0
22.3,89.0,0.0
22.1,81.0,0.0
23.2,75.0,0.0
21.9,68.0,0.0
20.2,75.0,0.0
21.3,69.0,0.0
23.8,70.0,0.0
20.5,77.0,0.0
20.8,75.0,0.0
21.0,80.0,0.0
21.7,78.0,0.0
22.3,85.0,0.0
22.6,84.0,0.0
22.2,78.0,4.0
22.1,79.0,0.0
22.6,77.0,0.0
22.7,80.0,0.0
20.6,70.0,0.0
20.2,62.0,0.0
23.8,73.0,0.0
22.1,76.0,0.0
23.0,73.0,0.0
23.5,81.0,0.0
22.4,77.0,0.0
21.1,72.0,0.0
20.8,70.0,0.0
22.7,73.0,0.0
21.4,66.0,0.0
21.2,74.0,0.0
21.8,73.0,0.0
21.1,57.0,0.0
21.3,64.0,0.0
21.6,72.0,0.0
21.6,75.0,0.0
23.1,69.0,0.0
24.0,75.0,0.0
23.5,80.0,0.0
23.4,79.0,0.0
23.4,68.0,0.0
22.9,79.0,0.0
22.6,77.0,0.0
22.3,73.0,0.0
22.0,74.0,0.0
22.6,64.0,0.0
22.4,70.0,0.0
22.3,70.0,0.0
21.7,64.0,0.0
21.6,78.0,0.0
21.8,65.0,0.0
23.1,72.0,0.0
23.9,74.0,0.0
23.2,70.0,0.0
23.4,71.0,0.0
22.5,76.0,0.0
22.9,76.0,0.0
22.7,75.0,0.0
23.9,70.0,0.0
22.5,68.0,0.0
23.0,67.0,0.0
22.0,70.0,0.0
23.1,70.0,0.0
23.3,68.0,0.0
23.0,73.0,0.0
22.6,74.0,0.0
22.4,74.0,0.0
23.0,69.0,0.0
22.6,70.0,0.0
23.6,68.0,0.0
23.1,70.0,0.0
23.2,68.0,7.5
24.4,68.0,19.5
24.3,68.0,0.0
23.8,70.0,15.8
23.6,71.0,0.0
24.1,69.0,0.0
23.5,69.0,0.0
23.3,72.0,6.3
23.5,74.0,0.0
24.2,73.0,0.0
23.6,70.0,0.0
24.3,74.0,0.0
24.9,60.0,0.0
23.3,70.0,2.5
25.2,73.0,0.0
23.8,78.0,34.6
26.0,65.0,14.4
25.6,70.0,0.0
25.7,64.0,0.0
25.4,69.0,6.6
24.6,76.0,0.0
24.1,76.0,0.0
24.8,74.0,0.0
24.8,78.0,0.0
23.9,74.0,0.0
25.2,78.0,0.0
24.8,72.0,0.0
25.0,72.0,0.0
24.2,78.0,0.0
23.7,73.0,0.0
23.9,74.0,0.0
24.3,73.0,0.0
25.0,75.0,0.0
26.0,65.0,8.5
25.4,77.0,0.0
25.3,71.0,0.0
24.8,78.0,0.0
25.1,74.0,0.0
25.6,69.0,0.0
24.7,72.0,1.4
25.0,71.0,38.8
22.6,90.0,0.0
24.5,80.0,4.5
24.4,85.0,16.2
23.7,85.0,0.0
22.8,86.0,11.8
23.4,83.0,0.0
23.4,87.0,0.8
22.8,89.0,0.0
23.2,86.0,29.4
23.2,83.0,0.0
23.4,76.0,3.2
23.8,77.0,20.0
24.0,78.0,1.6
23.4,86.0,2.0
24.0,84.0,0.0
22.5,86.0,0.0
23.3,92.0,0.0
23.1,84.0,2.2
23.3,76.0,8.6
23.2,78.0,0.0
24.0,87.0,1.0
24.0,88.0,5.8
24.2,83.0,0.6
22.9,94.0,89.6
24.2,80.0,22.1
23.1,91.0,0.0
23.8,84.0,0.0
23.1,91.0,0.0
23.9,84.0,98.2
24.2,84.0,28.8
23.2,90.0,12.2
23.3,87.0,10.1
22.3,93.0,1.5
21.6,92.0,0.3
23.4,86.0,2.5
22.7,91.0,0.8
23.1,89.0,33.7
23.3,89.0,9.0
23.1,91.0,9.8
23.2,90.0,40.5
22.3,94.0,7.4
21.6,96.0,10.3
22.6,89.0,52.2
22.0,94.0,0.0
23.2,79.0,13.0
22.7,78.0,11.2
23.2,70.0,5.3
24.1,63.0,5.0
23.3,84.0,0.4
24.9,73.0,10.4
22.3,91.0,1.6
23.2,85.0,2.0
23.0,85.0,0.0
23.3,84.0,13.5
22.3,89.0,92.3
23.1,88.0,24.3
24.2,86.0,3.4
23.4,87.0,2.8
23.2,89.0,36.8
23.2,84.0,0.5
23.7,86.0,1.7
23.0,88.0,0.0
23.2,89.0,1.0
22.9,88.0,35.7
22.8,86.0,1.2
23.4,85.0,3.4
24.1,75.0,0.0
24.8,73.0,0.0
24.4,74.0,0.6
25.3,70.0,0.4
23.5,85.0,3.4
24.6,80.0,12.8
24.3,78.0,2.1
23.9,80.0,0.0
22.0,96.0,7.4
23.3,87.0,35.7
23.8,82.0,0.0
23.8,86.0,0.0
24.4,80.0,18.1
24.1,80.0,30.6
24.3,79.0,51.0
24.0,84.0,18.0
24.6,80.0,0.4
24.5,79.0,1.9
23.8,83.0,5.1
24.6,80.0,4.2
25.3,81.0,0.0
24.1,86.0,2.5
23.9,89.0,0.1
24.0,86.0,6.0
26.3,60.0,1.0
26.0,61.0,0.0
25.8,62.0,0.0
23.4,83.0,0.0
24.0,78.0,23.0
23.2,74.0,0.0
22.8,82.0,0.0
22.8,87.0,1.9
23.9,81.0,36.9
22.1,89.0,39.4
23.4,82.0,1.0
22.7,80.0,0.2
22.1,89.0,8.6
22.7,86.0,5.4
23.4,82.0,1.2
23.2,84.0,1.9
23.2,85.0,8.9
23.5,84.0,3.2
23.3,85.0,8.4
23.0,85.0,34.0
23.3,82.0,14.2
23.6,80.0,13.7
23.4,84.0,0.5
22.8,86.0,3.0
22.9,80.0,15.8
23.8,78.0,0.0
24.5,78.0,0.0
24.4,81.0,0.0
24.0,81.0,0.0
24.1,86.0,2.5
23.4,80.0,1.3
22.9,89.0,48.3
23.0,84.0,13.1
23.5,82.0,0.0
23.7,86.0,21.5
23.9,87.0,0.2
23.5,82.0,0.0
24.4,75.0,7.8
23.2,84.0,0.3
24.0,84.0,0.5
22.3,86.0,3.2
23.9,80.0,0.0
23.9,75.0,1.8
23.4,66.0,0.0
24.0,71.0,0.0
23.8,73.0,0.0
23.8,81.0,0.0
24.6,74.0,0.4
24.7,74.0,0.0
24.3,72.0,0.0
24.6,80.0,0.0
24.9,76.0,1.0
24.9,75.0,0.0
23.1,82.0,0.0
24.3,83.0,10.0
24.1,82.0,0.0
24.5,84.0,15.4
22.0,85.0,0.0
23.2,85.0,86.3
23.6,80.0,0.0
24.1,87.0,0.6
22.6,86.0,4.0
23.4,88.0,14.0
23.5,87.0,0.6
23.7,86.0,17.4
23.8,80.0,0.3
23.2,67.0,0.0
23.7,74.0,0.0
24.3,86.0,0.0
24.9,80.0,2.3
24.1,84.0,0.2
23.9,84.0,3.9
24.7,84.0,3.7
24.3,84.0,0.0
23.7,87.0,0.0
23.8,88.0,16.5
23.8,88.0,96.1
24.3,82.0,21.6
23.3,72.0,0.0
23.7,82.0,0.0
23.9,81.0,15.6
24.4,77.0,0.0
24.1,80.0,5.5
24.6,73.0,0.0
24.6,76.0,0.0
24.5,72.0,0.0
24.7,74.0,0.0
24.8,77.0,1.0
25.0,76.0,0.0
23.8,76.0,3.2
24.5,72.0,0.0
24.8,79.0,0.0
25.1,84.0,0.0
24.5,85.0,7.9
25.1,81.0,3.4
24.8,78.0,0.0
24.6,84.0,0.0
24.6,77.0,0.0
23.9,72.0,0.0
23.9,74.0,0.0
24.0,81.0,0.0
24.1,83.0,0.0
24.1,77.0,0.0
24.5,73.0,0.0
24.3,78.0,0.0
24.7,86.0,3.6
24.4,81.0,0.0
24.6,76.0,0.0
24.2,76.0,0.0
23.2,75.0,0.0
22.1,70.0,0.0
23.1,72.0,0.0
24.0,69.0,0.0
24.4,78.0,0.0
24.4,81.0,4.2
24.8,81.0,0.0
23.2,80.0,0.0
24.1,73.0,0.0
24.3,74.0,0.0
23.9,70.0,0.0
24.8,80.0,0.0
24.5,80.0,3.6
23.6,72.0,0.0
23.2,82.0,0.0
23.4,84.0,0.0
24.0,78.0,0.0
23.6,84.0,0.0
24.0,81.0,0.0
25.4,81.0,0.0
24.8,81.0,0.8
24.1,78.0,0.0
23.9,78.0,0.0
24.6,78.0,0.0
23.9,75.0,0.0
23.8,78.0,0.0
24.8,76.0,0.0
23.5,82.0,6.6
23.4,83.0,27.9
22.0,80.0,1.0
23.3,75.0,0.0
21.9,70.0,0.0
22.8,72.0,0.0
22.1,83.0,0.0
22.4,88.0,2.9
23.2,84.0,0.0
23.1,80.0,0.0
23.7,80.0,0.0
23.4,80.0,0.0
22.9,80.0,0.0
22.2,85.0,0.0
23.4,75.0,0.0
22.5,75.0,0.0
22.9,79.0,0.0
22.9,84.0,3.3
21.2,92.0,1.8
21.8,82.0,1.0
22.1,70.0,0.0
21.2,74.0,0.0
21.5,70.0,0.0
22.4,81.0,0.0
22.9,78.0,0.0
23.0,79.0,0.0
23.5,83.0,0.0
23.5,79.0,0.0
22.0,81.0,0.0
23.0,83.0,0.0
23.1,74.0,0.0
22.3,79.0,0.0
21.8,82.0,0.0
22.1,74.0,0.0
22.7,76.0,0.0
22.2,77.0,0.0
23.0,83.0,17.2
22.9,82.0,0.0
22.3,82.0,0.4
22.9,77.0,0.0
23.1,74.0,0.0
23.4,67.0,0.0
23.0,77.0,0.0
22.9,76.0,0.0
23.1,80.0,2.1
21.8,80.0,0.0
22.3,83.0,20.5
21.0,80.0,0.0
22.5,75.0,0.0
22.0,77.0,0.0
21.1,76.0,0.0
21.3,77.0,0.0
21.1,68.0,0.0
21.3,70.0,0.0
22.4,71.0,0.0
22.8,74.0,0.0
23.4,74.0,0.0
22.9,78.0,0.0
22.9,77.0,0.0
22.7,76.0,0.0
21.8,78.0,0.0
21.4,74.0,0.0
22.0,66.0,0.0
21.8,76.0,0.0
22.0,73.0,0.0
21.6,68.0,0.0
21.8,63.0,0.0
22.7,66.0,0.0
22.8,70.0,0.0
21.7,69.0,0.0
21.4,67.0,0.0
22.7,68.0,0.0
22.5,72.0,0.0
22.7,66.0,0.0
21.9,66.0,0.0
20.6,68.0,0.0
21.1,68.0,0.0
21.3,69.0,0.0
23.3,70.0,0.0
23.1,69.0,0.0
23.2,62.0,0.0
23.3,63.0,0.0
22.4,64.0,0.0
22.5,64.0,0.0
24.1,65.0,0.0
24.3,66.0,0.0
24.4,73.0,0.0
23.1,72.0,0.0
22.6,63.0,0.0
23.1,67.0,0.0
22.8,72.0,0.0
23.0,60.0,0.0
23.0,78.0,0.0
23.8,64.0,0.0
24.3,68.0,0.0
24.7,64.0,0.0
24.7,63.0,0.0
23.9,69.0,0.0
23.0,72.0,0.0
23.8,69.0,0.0
25.0,66.0,0.0
24.0,70.0,0.0
23.3,70.0,0.0
24.2,61.0,0.0
24.6,78.0,0.0
24.3,66.0,0.0
24.9,65.0,0.0
25.7,59.0,0.0
25.1,67.0,0.0
24.6,69.0,0.0
24.8,70.0,0.0
25.2,74.0,0.0
26.5,62.0,0.0
25.6,62.0,0.0
26.0,56.0,0.0
25.4,69.0,0.0
26.3,61.0,0.0
24.5,67.0,0.0
25.3,70.0,0.0
25.2,64.0,0.0
24.8,66.0,0.0
24.6,66.0,0.0
25.4,70.0,11.2
24.6,69.0,0.0
24.7,73.0,0.0
25.2,65.0,5.8
25.3,67.0,0.0
25.4,58.0,0.0
25.1,69.0,0.0
25.3,66.0,0.0
25.9,65.0,0.0
26.0,65.0,0.0
26.0,60.0,0.0
26.0,64.0,0.0
26.1,63.0,0.0
25.1,80.0,0.0
24.6,81.0,28.1
24.1,82.0,31.7
25.3,76.0,43.0
24.7,75.0,0.0
25.3,75.0,0.0
24.1,81.0,0.0
24.2,74.0,0.0
24.0,82.0,0.0
24.5,82.0,2.0
24.8,79.0,1.0
25.5,81.0,0.1
25.7,73.0,0.7
26.5,70.0,0.0
25.9,72.0,0.0
26.4,72.0,0.0
24.9,84.0,0.0
23.9,87.0,1.0
25.5,81.0,18.9
24.4,82.0,0.0
24.0,86.0,8.6
24.7,82.0,7.2
23.6,92.0,1.0
22.6,94.0,3.7
22.8,92.0,2.7
23.0,89.0,8.6
23.1,88.0,7.0
23.3,89.0,3.8
22.8,93.0,14.0
23.2,91.0,19.7
24.1,89.0,49.3
24.2,83.0,0.0
24.3,88.0,0.0
21.9,96.0,0.6
24.0,86.0,11.8
24.8,80.0,2.0
24.8,82.0,0.0
24.8,80.0,1.9
24.5,83.0,2.3
24.7,87.0,45.0
24.4,87.0,2.3
24.3,88.0,51.6
22.5,91.0,42.6
24.6,83.0,25.6
22.9,92.0,0.0
24.6,84.0,1.8
24.2,86.0,15.8
24.7,85.0,5.7
24.3,84.0,0.0
24.6,86.0,1.7
23.9,84.0,7.6
23.9,87.0,7.9
24.8,76.0,3.1
23.8,86.0,0.2
24.2,83.0,0.9
23.8,87.0,2.1
23.6,87.0,0.8
23.6,85.0,0.0
23.8,84.0,0.9
23.3,82.0,0.3
24.2,80.0,0.3
24.3,81.0,0.3
23.9,80.0,0.3
24.4,79.0,0.3
24.2,77.0,0.3
23.9,86.0,8.2
22.8,93.0,7.8
23.9,86.0,14.8
22.7,90.0,0.1
23.6,81.0,5.7
23.6,87.0,4.5
23.6,87.0,2.0
23.2,89.0,13.5
23.3,87.0,28.1
23.7,85.0,4.4
22.1,89.0,0.0
23.0,89.0,22.6
23.7,86.0,61.2
24.0,86.0,61.2
24.2,84.0,2.6
24.7,83.0,1.5
24.4,82.0,0.0
23.3,86.0,0.0
24.4,86.0,33.8
22.2,92.0,11.6
22.9,90.0,7.5
23.7,87.0,5.3
24.1,80.0,14.9
23.3,85.0,0.6
22.9,87.0,31.4
23.4,86.0,47.1
23.2,83.0,5.3
23.9,85.0,30.7
24.5,81.0,2.0
23.4,88.0,5.5
24.0,87.0,5.1
22.2,92.0,65.1
23.7,84.0,7.0
24.1,85.0,5.8
25.7,74.0,0.0
25.6,69.0,0.0
25.6,69.0,0.0
23.8,80.0,1.5
23.8,86.0,91.6
23.9,85.0,3.0
24.6,81.0,0.0
24.8,75.0,0.0
23.7,91.0,2.5
23.3,85.0,48.9
24.3,82.0,2.9
23.5,85.0,0.0
23.5,82.0,7.6
22.9,84.0,0.0
23.2,92.0,6.1
22.7,87.0,9.6
22.9,87.0,6.1
23.6,87.0,20.7
23.5,88.0,3.1
22.7,89.0,7.8
23.9,85.0,6.7
24.2,80.0,17.0
25.5,73.0,1.6
25.9,72.0,0.0
23.6,89.0,0.0
24.3,87.0,7.4
24.4,85.0,10.7
23.4,88.0,0.0
23.3,88.0,29.1
23.6,86.0,8.1
24.2,84.0,30.1
23.8,87.0,0.8
23.9,86.0,51.7
23.8,89.0,0.0
24.1,84.0,15.7
24.1,86.0,0.0
24.8,81.0,0.0
24.7,81.0,0.0
25.0,74.0,0.0
25.0,79.0,0.0
25.1,74.0,0.0
25.0,78.0,0.0
25.4,73.0,16.0
24.5,77.0,0.0
25.5,78.0,0.0
25.1,82.0,0.1
25.2,74.0,1.9
24.2,82.0,0.0
24.4,81.0,7.8
25.2,74.0,0.1
24.6,81.0,0.0
22.3,91.0,14.3
23.1,83.0,8.6
24.8,82.0,0.0
24.2,79.0,0.0
23.9,84.0,5.6
24.1,86.0,54.0
23.5,84.0,62.3
24.5,80.0,0.0
24.5,80.0,19.7
25.0,76.0,0.0
24.0,78.0,0.0
24.3,80.0,0.0
24.1,87.0,3.0
23.9,84.0,51.4
23.8,83.0,3.6
24.5,88.0,0.0
23.6,94.0,0.0
23.5,85.0,23.6
23.2,90.0,4.1
22.9,92.0,3.1
23.3,92.0,0.4
23.1,91.0,33.4
23.6,82.0,0.0
24.0,88.0,0.1
23.6,86.0,23.5
23.2,90.0,17.2
23.1,89.0,30.6
22.9,87.0,30.6
24.2,78.0,8.0
23.0,76.0,0.0
23.5,69.0,0.0
23.1,72.0,0.0
23.9,74.0,0.0
23.9,74.0,0.0
23.8,71.0,0.0
24.8,76.0,0.0
24.8,76.0,0.0
24.7,84.0,0.0
24.1,77.0,0.0
23.1,76.0,0.0
22.7,71.0,0.0
22.7,71.0,0.0
22.5,62.0,0.0
22.1,73.0,0.0
22.3,67.0,0.0
23.4,68.0,0.0
23.3,72.0,0.0
24.3,74.0,0.0
23.7,78.0,0.0
24.6,83.0,0.5
24.7,77.0,1.0
23.5,79.0,0.0
23.2,71.0,0.0
24.3,83.0,0.0
24.9,84.0,0.0
24.3,79.0,0.0
24.4,79.0,0.0
23.6,82.0,0.0
24.5,82.0,38.3
22.9,80.0,0.0
23.8,81.0,0.0
24.0,83.0,0.0
23.6,87.0,0.0
23.9,88.0,0.0
23.6,78.0,0.0
22.3,74.0,0.0
22.0,76.0,0.0
22.1,74.0,0.0
22.9,72.0,0.0
21.7,68.0,0.0
22.3,64.0,0.0
22.5,64.0,0.0
22.9,70.0,0.0
21.8,66.0,0.0
23.4,70.0,0.0
21.9,78.0,0.0
21.6,73.0,0.0
20.7,71.0,0.0
21.1,71.0,0.0
22.4,72.0,0.0
22.1,77.0,0.0
23.4,76.0,0.0
22.2,82.0,0.0
22.5,76.0,0.0
21.7,76.0,0.0
21.7,75.0,0.0
21.9,71.0,0.0
22.0,72.0,0.0
22.0,72.0,0.0
22.0,72.0,0.0
21.3,75.0,0.0
21.2,76.0,0.0
21.0,80.0,0.0
21.8,70.0,0.0
21.3,71.0,0.0
21.8,74.0,0.0
24.8,64.0,0.0
23.3,68.0,0.0
22.3,73.0,0.0
22.5,73.0,0.0
21.8,73.0,0.0
21.9,71.0,0.0
21.6,75.0,0.0
22.1,75.0,0.0
22.7,75.0,0.0
22.7,74.0,0.0
22.4,71.0,0.0
22.9,78.0,0.0
22.3,70.0,0.0
22.7,74.0,0.0
22.0,71.0,0.0
22.1,77.0,0.0
22.7,77.0,0.0
22.5,76.0,0.0
23.0,76.0,0.0
22.9,80.0,0.0
21.1,72.0,0.0
21.1,72.0,0.0
21.3,70.0,0.0
21.7,78.0,0.0
22.0,76.0,0.0
22.3,75.0,0.0
22.1,75.0,0.0
21.8,74.0,0.0
23.1,74.0,0.0
23.1,74.0,0.0
24.3,77.0,0.0
23.2,82.0,0.0
24.0,72.0,0.0
23.8,75.0,0.0
23.1,77.0,0.0
22.2,71.0,0.0
22.7,74.0,0.0
22.9,72.0,0.0
20.9,73.0,0.0
20.9,73.0,0.0
21.0,66.0,0.0
21.1,74.0,0.0
21.5,65.0,0.0
22.5,69.0,0.0
22.7,68.0,0.0
22.6,71.0,0.0
22.4,72.0,0.0
23.3,71.0,0.0
23.6,68.0,0.0
23.5,69.0,0.0
22.3,71.0,0.0
22.7,68.0,0.0
22.7,68.0,0.0
22.7,69.0,0.0
23.1,71.0,0.0
23.1,69.0,0.0
23.3,66.0,0.0
22.9,71.0,0.0
23.4,69.0,0.0
22.9,69.0,0.0
23.1,65.0,0.0
22.6,79.0,0.0
22.5,70.0,9.1
23.0,64.0,0.0
23.0,64.0,0.0
23.6,66.0,0.0
23.5,70.0,0.0
24.6,55.0,0.0
24.5,63.0,0.0
25.1,71.0,0.0
24.8,61.0,0.0
24.8,65.0,0.0
24.0,70.0,0.0
23.4,68.0,0.0
23.4,69.0,0.0
23.8,73.0,0.0
23.7,74.0,0.0
24.6,73.0,0.0
23.9,70.0,0.0
25.3,58.0,0.0
24.9,67.0,0.0
25.4,65.0,0.0
24.4,69.0,0.0
26.5,78.0,0.0
24.5,60.0,0.0
25.1,66.0,0.0
23.9,73.0,0.0
24.7,71.0,0.0
24.8,60.0,0.0
25.0,62.0,0.0
24.9,60.0,0.0
25.6,60.0,0.0
26.4,58.0,0.0
24.3,71.0,0.0
23.9,66.0,0.0
24.9,63.0,0.0
25.5,63.0,0.0
25.9,66.0,0.0
25.6,65.0,0.0
25.7,67.0,0.0
25.6,60.0,0.0
25.2,78.0,0.0
25.0,78.0,0.0
25.9,78.0,0.0
25.8,78.0,0.0
26.1,78.0,0.0
25.9,71.0,0.0
26.0,71.0,0.0
26.4,63.0,0.0
26.1,65.0,0.0
25.8,70.0,0.0
26.8,63.0,0.0
25.9,68.0,0.0
25.9,66.0,0.0
26.4,60.0,1.2
26.2,62.0,0.0
26.3,65.0,0.0
24.3,80.0,0.0
24.1,82.0,42.4
25.0,78.0,0.0
23.1,87.0,12.2
22.6,94.0,26.8
24.0,84.0,37.1
26.2,76.0,0.0
26.1,73.0,0.0
26.3,70.0,0.0
25.8,69.0,0.0
25.1,77.0,0.0
26.0,77.0,28.7
26.1,75.0,0.0
26.5,68.0,0.0
26.1,74.0,0.0
27.0,64.0,0.0
27.0,61.0,0.0
26.5,68.0,0.0
25.2,78.0,0.0
25.4,78.0,1.2
25.5,78.0,12.2
24.4,82.0,0.0
26.0,76.0,3.8
25.4,83.0,0.0
25.7,81.0,34.8
25.1,80.0,12.6
24.6,84.0,0.0
25.6,81.0,0.9
25.0,81.0,0.0
23.4,91.0,12.2
